title,id,stage,creation,creator,activity,actor,nosy,type,components,versions,dependencies,assignee,keywords,priority,status,resolution,nosy_count,message_count
getpass returns garbage when typing tilde on Windows with deadkeys,22837,None,2014-11-10.11:12:29,18940,2014-11-10.14:06:02,18940,"['3108', '3951', '15467', '16632', '18940']",5,['9'],"['14', '18']",[],None,[],4,1,None,5.0,2.0
"The decode_header() function decodes raw part to bytes or str, depending on encoded part",22833,None,2014-11-10.02:42:40,12289,2014-11-10.22:59:23,9663,"['19', '9663', '12289']",5,"['9', '29']","['18', '19']",[],None,[],4,1,None,3.0,4.0
csv writer with blank lineterminator breaks quoting,22855,None,2014-11-12.17:05:03,20413,2014-11-12.17:37:50,9663,"['9663', '12260', '20413']",5,['4'],"['14', '18', '19']",[],12260,[],4,1,None,3.0,3.0
textwrap.wrap: add control for fonts with different character widths,12499,4,2011-07-05.03:03:24,14529,2014-11-12.20:52:31,15623,"['93', '1076', '7641', '14529', '15623']",6,['9'],['19'],[],None,"['2', '8']",4,1,None,5.0,5.0
unittest.TestProgram.usageExit no longer invoked,22859,None,2014-11-13.10:25:22,3924,2014-11-13.10:25:31,3924,['3924'],5,['9'],['19'],[],None,[],4,1,None,1.0,1.0
doc error: 6.2.4. Match Objects,22843,None,2014-11-11.01:26:03,20406,2014-11-14.21:25:15,20406,"['93', '155', '9663', '12260', '12687', '20406']",5,['4'],['18'],[],12260,[],4,1,None,6.0,6.0
https://docs.python.org/ should make a true 2.7.8 version available,22863,None,2014-11-13.14:28:38,4,2014-11-15.00:19:21,9138,"['4', '155', '4455', '9138', '12260']",None,['4'],['14'],[],12260,[],4,1,None,5.0,5.0
ip_interface can't be broadcast or number net,22876,None,2014-11-14.23:04:39,20437,2014-11-16.23:52:59,1309,"['1309', '9293', '9663', '13902', '18433', '20437']",5,['9'],"['18', '19']",[],None,[],4,1,None,6.0,5.0
TestProgram leaves defaultTestLoader.errors dirty,22886,None,2014-11-17.00:34:33,3924,2014-11-17.00:34:33,3924,['3924'],5,['9'],['19'],[],None,[],4,1,None,1.0,1.0
Document Linux packages you need to compile Python with all dependencies,22882,None,2014-11-16.13:07:50,14718,2014-11-17.03:48:22,9663,"['9663', '10303', '12260', '14718']",6,['4'],"['18', '19']",[],12260,['2'],4,1,None,4.0,6.0
sgmllib.parse_endtag() is not respecting quoted text,10599,None,2010-12-01.21:21:45,13419,2014-11-18.15:03:14,15623,"['7047', '13419']",5,['9'],['14'],[],None,[],4,1,None,2.0,2.0
PyStructSequence_NewType() not setting proper heap allocation flag?,20066,3,2013-12-25.13:33:19,18081,2014-11-18.17:39:53,15623,"['15623', '18081']",1,['8'],"['18', '19']",[],None,[],4,1,None,2.0,2.0
bz2.BZ2File.read() does not treat growing input file properly,20156,None,2014-01-07.04:04:43,15075,2014-11-18.20:23:18,15623,"['15075', '15623']",5,['9'],['19'],[],15623,[],5,1,None,2.0,1.0
Increased test coverage for uu and telnet,18731,4,2013-08-13.21:04:21,18239,2014-11-19.07:42:26,15623,"['7047', '15623', '18239']",6,['12'],"['14', '18', '19']",[],None,['2'],4,1,None,3.0,2.0
"PyArg_ParseTuple 2.X docs mention int for ""t#"", but ""Py_ssize_t"" for ""w#"", etc.",20296,3,2014-01-18.19:22:50,18876,2014-11-19.15:38:16,2377,"['2377', '12260', '15623', '18876']",5,['4'],['14'],[],12260,['6'],4,1,None,4.0,1.0
"warn_dir is always true for install_data, even if an install_dir is specified",20106,3,2014-01-02.10:19:39,18809,2014-11-20.02:42:10,18809,"['7641', '17248', '18809']",5,['3'],['19'],[],None,[],4,1,None,3.0,5.0
Misc/python-config.sh.in: ensure sed invocations only match beginning of strings,22907,None,2014-11-20.13:00:52,20466,2014-11-20.13:00:52,20466,['20466'],None,['28'],['18'],[],None,['2'],4,1,None,1.0,1.0
unittest TestProgram hard to extend,22860,None,2014-11-13.10:29:51,3924,2014-11-20.17:01:40,9716,"['2040', '3924', '7047', '9716']",6,['9'],['19'],[],None,[],4,1,None,4.0,3.0
"""make altinstall && make install"" behaviour differs from ""make install""",19693,3,2013-11-22.14:39:14,1309,2014-11-20.17:36:02,17248,"['1309', '2731', '5248', '17248']",5,['9'],"['14', '18', '19']",[],None,[],3,1,None,4.0,6.0
test_pydoc test_synopsis_sourceless is a flaky test,22910,3,2014-11-21.07:03:41,252,2014-11-21.09:33:49,252,"['252', '14000', '16276']",5,['12'],['18'],[],None,[],4,1,None,3.0,2.0
pydoc.synopsis fails to load binary modules,20123,4,2014-01-04.22:27:05,14000,2014-11-21.09:34:48,252,"['37', '252', '1309', '2377', '2731', '9138', '9663', '13902', '14000', '16276']",5,[],['17'],[],None,['2'],4,1,None,10.0,20.0
Nested namespace imports do not work inside zip archives,20899,None,2014-03-12.20:30:25,19110,2014-11-26.11:53:21,66,"['14', '19', '37', '66', '252', '1309', '2799', '14000', '15623', '19110']",5,[],"['18', '19']",[],None,[],4,1,None,10.0,1.0
Case sensitivity problem in multiprocessing.,21614,None,2014-05-30.19:55:49,19660,2014-11-27.02:34:16,1309,"['37', '1309', '2040', '3108', '13976', '14000', '19660', '20220', '20440', '20491']",5,"['8', '15']",['14'],[],None,[],4,1,None,10.0,6.0
email.Header no encoding of unicode strings containing newlines,22666,None,2014-10-18.13:08:05,20300,2014-11-27.19:50:11,20300,"['19', '9663', '20300']",5,['29'],['14'],[],None,['2'],4,1,None,3.0,4.0
ctypes.WinError & OSError,22961,None,2014-11-28.06:37:34,19524,2014-11-28.19:10:02,16413,"['1076', '1427', '11255', '16413', '19524']",None,['22'],['18'],[],None,[],4,1,None,5.0,4.0
argparse.FileType.__call__ returns unwrapped sys.stdin and stdout,22884,None,2014-11-16.14:58:06,20441,2014-11-30.01:20:34,14858,"['9663', '14858', '20441']",5,['9'],"['18', '19']",[],None,['2'],4,1,None,3.0,4.0
Windows installer configures system PATH also when installing only for current user,22953,None,2014-11-26.23:52:14,12264,2014-11-30.21:08:54,12264,"['12264', '16632']",None,['7'],['14'],[],None,[],4,1,None,2.0,3.0
Timeout making ajax calls to SimpleHTTPServer from internet explorer,22972,None,2014-12-01.10:54:00,20505,2014-12-01.13:59:00,9663,"['3951', '9663', '15467', '16632', '20505']",5,['15'],['14'],[],None,[],4,1,None,5.0,2.0
"IDLE - add ""paste code"" functionality",1178,4,2007-09-18.22:03:30,2557,2014-12-02.07:10:57,5248,"['155', '925', '4698', '11389']",6,['6'],['16'],[],None,['2'],4,1,None,4.0,6.0
mention explicitly that stdlib assumes gmtime(0) epoch is 1970,22356,None,2014-09-07.17:20:44,12270,2014-12-02.08:02:14,12270,"['1427', '10148', '12260', '12270']",5,['4'],"['14', '18', '19']",[],12260,['2'],4,1,None,4.0,9.0
multiprocessing Queue empty() is broken on Windows,22976,None,2014-12-02.10:09:33,20508,2014-12-02.22:53:07,16413,"['3951', '13976', '15467', '16413', '16632', '20508']",None,"['9', '15']",['14'],[],None,[],4,1,None,6.0,2.0
cgitb html: wrong encoding for utf-8,22746,3,2014-10-27.18:48:57,14030,2014-12-03.07:50:08,15623,"['1076', '2377', '7047', '9663', '14030', '15623']",5,"['9', '14']","['14', '18', '19']",[],None,['2'],4,1,None,6.0,11.0
bdist installation dialog,22990,None,2014-12-03.22:46:35,20513,2014-12-03.22:46:35,20513,"['7641', '17248', '20513']",6,['3'],['17'],[],None,[],4,1,None,3.0,1.0
Order of _io objects finalization can lose data in reference cycles,22996,None,2014-12-04.13:50:26,2040,2014-12-05.21:38:48,15623,"['2040', '2377', '15623', '19135']",None,['23'],"['18', '19']",[],None,[],4,1,None,4.0,5.0
./Modules/ld_so_aix not found on AIX during test_distutils,23023,None,2014-12-10.12:30:32,4,2014-12-10.12:38:56,4,"['4', '7641', '17248']",None,"['1', '3']","['14', '17', '18', '19']",[],None,[],4,1,None,3.0,3.0
CEnvironmentVariableTests and PyEnvironmentVariableTests test the same implementation,23028,3,2014-12-10.21:58:49,15623,2014-12-10.21:58:49,15623,['15623'],5,['12'],"['14', '18', '19']",[],None,[],4,1,None,1.0,1.0
include a codec to handle escaping only control characters but not any others,18679,None,2013-08-07.21:22:45,14400,2014-12-13.01:42:12,14751,"['9663', '14400', '14751', '15623']",6,['9'],['18'],[],None,[],4,1,None,4.0,9.0
python -c: Line causing exception not shown for exceptions other than SyntaxErrors,23035,None,2014-12-12.01:44:07,9138,2014-12-13.02:22:17,9138,"['155', '2040', '2377', '4455', '9138', '15623']",None,['8'],['19'],[],None,[],4,1,None,6.0,7.0
string.printable.isprintable() returns False,23017,None,2014-12-09.03:52:01,14210,2014-12-13.15:30:05,12270,"['93', '2377', '7047', '9511', '9663', '12260', '12270', '14210', '20460']",5,"['4', '9', '14']","['18', '19']",[],12260,['2'],4,1,None,9.0,4.0
Add Japanese legacy encodings,23050,4,2014-12-14.14:34:49,15648,2014-12-16.04:18:44,15648,"['4', '8', '940', '2377', '9663', '10371', '15623', '15648']",6,['9'],['19'],[],None,['2'],4,1,None,8.0,9.0
urlretreive locks up in 2.7.8,22912,None,2014-11-21.19:55:58,20468,2014-12-16.06:39:42,5248,"['155', '1741', '20468']",5,['9'],['14'],[],None,[],4,1,None,3.0,3.0
tarfile raises an exception when reading an empty tar in streaming mode,23056,3,2014-12-15.19:27:54,252,2014-12-16.12:09:20,20551,"['252', '1578', '2731', '15623', '20551']",5,['9'],"['14', '18', '19']",[],None,['2'],4,1,None,5.0,3.0
RFC 2387 (multipart/related) in email package,634412,3,2002-11-06.13:14:41,19,2014-12-17.02:15:20,14751,"['19', '3108', '3250', '3852', '9663', '14751', '15768', '19558']",6,['29'],['19'],[],None,[],5,1,None,8.0,17.0
Assert fails in multiprocessing.heap.Arena.__setstate__ on Windows,23060,None,2014-12-16.02:29:54,16632,2014-12-17.14:41:18,16632,"['2040', '3951', '5849', '13902', '13976', '15467', '16632']",None,['15'],['19'],[],None,[],4,1,None,7.0,7.0
Add a way to determine if the current thread has the import lock,23068,3,2014-12-17.02:14:37,5,2014-12-17.23:45:12,5,"['5', '37', '1309', '14000']",6,['9'],['19'],[],None,[],4,1,None,4.0,8.0
os.path.normcase documentation confusing,23079,None,2014-12-18.12:02:11,12075,2014-12-18.14:46:41,15623,"['9663', '12075', '12260', '15623']",5,"['4', '9']","['14', '18', '19']",[],12260,[],4,1,None,4.0,5.0
"aifc should use str instead of bytes (wave, sunau compatibility)",8934,None,2010-06-07.18:56:04,12474,2014-12-19.00:19:36,9138,"['93', '2377', '9138', '9663', '12474', '15623']",5,"['9', '14']","['17', '18']",[],None,['2'],4,1,None,6.0,3.0
cmd module should sort misc help topics,23059,2,2014-12-15.21:02:49,4331,2014-12-19.21:45:41,155,"['155', '4331']",6,['9'],['19'],[],None,[],4,1,None,2.0,2.0
Get path to shell/known folders on Windows,1763,4,2008-01-08.17:12:57,3108,2014-12-20.20:56:00,14751,"['8', '10', '1076', '1290', '2529', '2552', '3108', '14751']",6,"['9', '15']",['18'],[],None,['2'],4,1,None,8.0,20.0
document the special features (eg: fdclose=False) of the standard streams,22673,3,2014-10-19.19:00:58,20307,2014-12-25.06:02:41,12270,"['3924', '3951', '9138', '9663', '12260', '12270', '14751', '15467', '16413', '16632', '20307']",5,['4'],"['14', '18', '19']",[],12260,[],4,1,None,11.0,8.0
[Windows x86-64] ctypes: Incorrect function call,23104,None,2014-12-23.11:33:43,15203,2014-12-25.23:26:36,2377,"['2377', '15203']",None,['22'],['18'],[],None,[],4,1,None,2.0,2.0
installation order of 32bit and 64bit python seems to matter,23120,None,2014-12-27.13:38:30,18010,2014-12-27.15:46:35,16632,"['3951', '15467', '16632', '18010']",5,"['7', '15']",['18'],[],None,[],4,1,None,4.0,2.0
syntax diagram after EBNF description?,23139,None,2014-12-31.09:47:51,18024,2014-12-31.09:47:51,18024,"['12260', '18024']",None,['4'],[],[],12260,[],4,1,None,2.0,1.0
missing termios constants,7695,4,2010-01-13.20:02:29,10706,2014-12-31.16:20:36,20,"['2377', '3108', '10706', '13346']",6,['9'],['18'],[],None,['2'],4,1,None,4.0,5.0
mailbox (2.5b1): locking doesn't work (esp. on FreeBSD),1512163,2,2006-06-25.15:38:46,2694,2014-12-31.16:21:09,20,"['35', '2694']",5,"['4', '9']","['13', '14', '16']",[],None,[],4,1,None,2.0,10.0
redirected cookies,1570255,2,2006-10-03.20:37:58,2846,2014-12-31.16:22:24,20,"['337', '1741', '2846', '7641', '19663']",5,['9'],"['13', '14', '16']",[],None,[],4,1,None,5.0,10.0
Single-line option to pygettext.py,1098749,4,2005-01-09.03:01:53,1149,2014-12-31.16:23:24,20,"['7', '1149', '1427', '7641', '13902']",6,['2'],['16'],[],None,['2'],4,1,None,5.0,7.0
mailbox module doesn't support compressed mbox,2209,None,2008-02-29.11:14:45,572,2014-12-31.16:24:09,20,"['415', '572', '13036', '16939', '17270']",6,['9'],['17'],[],None,[],4,1,None,5.0,2.0
difflib.SequenceMatcher and Match: code and doc bugs,12384,4,2011-06-21.20:00:41,155,2014-12-31.16:25:04,20,"['6', '114', '155']",5,"['4', '9']","['14', '16', '17']",[],155,[],4,1,None,3.0,5.0
mailbox: other programs' messages can vanish without trace,1599254,4,2006-11-19.16:03:08,2694,2014-12-31.16:25:26,20,"['8', '19', '35', '155', '2694', '3250', '4098', '4692', '9663', '14287', '15267']",5,['9'],"['14', '18', '19']",[],None,['2'],4,1,None,11.0,51.0
Document PyCFunction_New and PyCFunction_NewEx functions,16776,None,2012-12-25.11:15:54,10303,2014-12-31.16:34:48,20,"['2377', '10303', '12260', '14751']",6,['4'],"['14', '16', '17', '18']",[],12260,['6'],4,1,None,4.0,4.0
Alternate RFC 3986 compliant URI parsing module,1500504,4,2006-06-04.14:50:18,1309,2015-01-01.01:25:35,14674,"['1309', '1741', '3250', '7641', '12704', '14674', '14751']",6,['9'],['19'],[],1741,['2'],4,1,None,7.0,16.0
Integration of unittest.FunctionTestCase with automatic discovery and loading,23142,None,2015-01-01.07:58:44,14751,2015-01-01.16:06:36,9663,"['3924', '7047', '9663', '9716', '14751']",6,['9'],['19'],[],None,[],4,1,None,5.0,2.0
patch: steer people away from codecs.open,22128,None,2014-08-03.13:17:18,19992,2015-01-02.20:16:39,14751,"['4', '22', '2040', '2377', '12260', '14751', '19992']",5,['4'],"['14', '18', '19']",[],12260,['2'],4,1,None,7.0,6.0
unittest expectedFailure could take a message argument like skip does,12681,None,2011-08-02.11:41:56,9663,2015-01-02.20:17:20,3924,"['19', '3924', '4455', '7047', '9663', '9716', '11888', '12244']",6,['9'],['17'],[],None,['6'],5,1,None,8.0,8.0
pip.exe breaks if python 2.7.9 is installed under c:\Program Files\Python,23121,None,2014-12-27.15:10:13,20598,2015-01-03.10:51:01,17248,"['3951', '15467', '16413', '16632', '17248', '20598']",1,['15'],['14'],[],None,[],4,1,None,6.0,8.0
Rename Scripts directory to bin and move python.exe to bin,14302,3,2012-03-14.16:29:34,10080,2015-01-03.14:36:43,12545,"['8', '10', '126', '940', '3080', '3951', '7047', '7641', '9485', '10080', '12238', '15467', '15990', '16632']",6,"['1', '7', '15']",['19'],[],10080,[],3,1,None,14.0,19.0
pyvenv should display a progress indicator while creating an environment,22256,3,2014-08-23.09:12:01,1309,2015-01-04.08:06:31,1309,"['328', '1309', '2377', '16632', '17248']",6,['9'],['19'],[],None,[],4,1,None,5.0,7.0
"""pydoc filter"" documentation restrictive",23164,None,2015-01-04.13:19:32,2858,2015-01-04.13:19:32,2858,"['2858', '12260']",6,['4'],['14'],[],12260,[],4,1,None,2.0,1.0
Improved support for prepared SQL statements,22956,None,2014-11-27.13:38:39,3864,2015-01-04.14:28:44,9705,"['423', '3864', '9705']",6,['5'],[],[],423,[],5,1,5,3.0,4.0
collections.abc sequences don't check identity before equality,23162,None,2015-01-04.08:05:06,4470,2015-01-05.06:20:56,4470,"['114', '4470']",5,['9'],['20'],[],None,['2'],5,1,None,2.0,8.0
xmlrpc.client.ServerProxy needs timeout parameter,14134,2,2012-02-26.22:19:00,13081,2015-01-05.19:24:34,17261,"['8', '11184', '12292', '13081', '14674', '17261']",6,['9'],['19'],[],None,['2'],4,1,None,6.0,21.0
socket.recvfrom(0) waits for data,23176,None,2015-01-06.02:58:37,12509,2015-01-06.04:13:22,12509,"['4455', '12509']",5,['9'],['18'],[],None,[],4,1,None,2.0,3.0
"""unclosed file"" warning when defining unused logging FileHandler in dictConfig",23010,None,2014-12-08.13:46:54,9557,2015-01-06.12:29:41,328,"['328', '9557']",None,['9'],['18'],[],None,[],4,1,None,2.0,9.0
Sorting with locale (strxfrm) does not work properly with Python3 on BSD or OS X,23195,None,2015-01-08.20:30:56,20641,2015-01-08.22:37:48,2377,"['4', '2377', '5248', '7047', '9663', '20641']",5,['14'],['18'],[],None,[],4,1,None,6.0,4.0
multiprocessing doc organization impedes understanding,23100,None,2014-12-22.23:58:11,20485,2015-01-11.14:11:09,2040,"['114', '2040', '12260', '13976', '20485']",6,['4'],"['14', '18', '19', '20']",[],12260,[],4,1,None,5.0,3.0
Building external modules using Sun Studio 12,1250,None,2007-10-09.21:10:51,4174,2015-01-12.21:57:59,20657,"['323', '4174', '4555', '12630', '13729', '20657']",2,['1'],"['13', '14', '16']",[],323,[],4,1,None,6.0,6.0
Tools/unicode/gencodec.py error,10552,3,2010-11-27.20:29:09,1427,2015-01-13.05:57:30,14751,"['4', '8', '925', '1427', '2377', '5248', '7047', '14695', '14751']",5,"['2', '10', '14']","['16', '18']",[],None,['2'],5,1,None,9.0,14.0
Add an 'offset' argument to zlib.decompress,5804,None,2009-04-21.09:51:41,2217,2015-01-14.22:27:13,14751,"['252', '1076', '2040', '2217', '3924', '4348', '9663', '14751']",6,['5'],['19'],[],None,['2'],4,1,None,8.0,16.0
http.server failed to decode '+' to ' ' when calling cgi script/executable in window,23238,None,2015-01-14.08:59:16,20667,2015-01-15.02:38:22,20667,"['9663', '20667']",5,[],['18'],[],None,[],4,1,None,2.0,3.0
BufferedIncrementalEncoder violates IncrementalEncoder interface,20420,None,2014-01-28.16:34:45,15623,2015-01-17.11:12:55,14751,"['4', '8', '22', '14751', '15623']",5,[],"['14', '17', '18']",[],None,[],4,1,None,5.0,4.0
shelve.open/bsddb.hashopen exception with unicode paths,9393,3,2010-07-28.09:10:41,12733,2015-01-18.17:03:35,15623,"['415', '2377', '9663', '12733', '15623']",5,['9'],"['14', '18', '19']",[],None,['2'],4,1,None,5.0,14.0
"Clean up quopri, correct method names encodestring and decodestring",21869,None,2014-06-25.08:51:10,1741,2015-01-19.05:58:33,14751,"['1741', '9663', '14751']",5,[],['19'],[],None,[],4,1,None,3.0,3.0
traceback: formatting a traceback stats the filesystem,23273,None,2015-01-19.17:55:08,3924,2015-01-19.17:55:08,3924,['3924'],None,[],[],[],None,[],4,1,None,1.0,1.0
quopri_codec newline handling,20121,None,2014-01-04.11:54:50,18816,2015-01-20.04:44:00,14751,"['4', '9663', '12260', '14751', '15623', '17937', '18816']",5,"['4', '9']","['14', '18']",[],12260,['2'],4,1,None,7.0,8.0
hackcheck is broken in association with __setattr__,23276,None,2015-01-19.22:22:19,20689,2015-01-20.20:26:45,20689,"['16413', '20689']",5,"['8', '9']","['14', '16', '17', '18']",[],None,[],4,1,None,2.0,5.0
altinstall should not install libpython3.so (conflict between multiple $VERSIONs),17975,None,2013-05-14.14:43:59,16428,2015-01-21.07:36:52,16276,"['8', '19', '2040', '9138', '11193', '16276', '16428']",5,['1'],"['16', '17']",[],None,[],4,1,None,7.0,12.0
Documentation about Py_Finalize(): Freeing objects,23291,None,2015-01-21.17:53:44,14420,2015-01-21.17:53:44,14420,['14420'],None,['8'],['14'],[],None,[],4,1,None,1.0,1.0
"Enable 'imageop' - ""Multimedia Srvices Feature module"" for 64-bit platform",22947,None,2014-11-26.12:18:31,20197,2015-01-23.09:32:33,2377,"['2377', '3951', '15467', '16276', '16632', '20197']",6,['9'],['14'],[],None,['2'],4,1,None,6.0,2.0
please add wsgi to SimpleXMLRPCServer,1745722,4,2007-06-30.13:31:58,2587,2015-01-25.22:35:53,14674,"['8', '13', '93', '2587', '3935', '9663', '14674', '17502']",6,['9'],['19'],[],None,['2'],4,1,None,8.0,5.0
Issue with imaplib and append messages passing a tuple with flags,23323,3,2015-01-26.12:41:03,20708,2015-01-26.14:04:31,9663,"['2799', '9663', '12260', '20708']",None,['4'],"['14', '18', '19']",[],12260,[],4,1,None,4.0,3.0
Incorrect description of descriptor invocation in Python Language Reference,23317,None,2015-01-25.17:16:03,20720,2015-01-26.17:54:08,20720,"['9663', '12260', '20720']",6,['4'],"['14', '18', '19']",[],12260,[],4,1,None,3.0,3.0
